Recency,Frequency,Monetary,Days_Since_Purchase,Purchase_Rate,Unique_Products,Avg_Basket_Size,Return_Rate,Max_Single_Order,Monetary_Percentile,Cluster,Segment_Name,CLV_Predicted_90d,CLV_Tier
0.0,0,0.0,206.0,0.0,47,668.0,0.0,809.28,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,47.0,0.0,5,78.0,0.0,87.4,0.41855287569573285,0,Champions,0.0,💤 Churned
160.0,1,172.24,108.0,0.0037313432835820895,78,127.0,0.0,172.24,0.5517625231910946,0,Champions,196.11,💰 Mid
139.0,6,153.00833333333333,79.0,0.027522935779816515,86,103.42857142857143,0.0,947.65,0.5291280148423005,1,Loyal Customers,454.43,💰 Mid
204.0,1,19.799999999999997,65.0,0.0037174721189591076,7,34.0,0.0,101.2,0.4230055658627087,0,Champions,0.0,💤 Churned
140.0,1,139.57999999999998,15.0,0.0064516129032258064,54,75.0,0.0,139.57999999999998,0.5083487940630798,0,Champions,196.23,💰 Mid
8.0,1,160.4,212.0,0.004545454545454545,3,93.5,0.0,160.4,0.5398886827458256,0,Champions,0.0,💤 Churned
202.0,3,122.77333333333333,65.0,0.011235955056179775,33,69.2,0.0,137.95000000000002,0.4849721706864564,0,Champions,161.24,💰 Mid
106.0,4,209.395,15.0,0.03305785123966942,22,94.0,0.0,315.98,0.6018552875695733,0,Champions,405.67,💰 Mid
62.0,1,234.47,221.0,0.0035335689045936395,16,79.5,0.0,304.34000000000003,0.6322820037105752,0,Champions,224.87,💰 Mid
105.0,2,215.03000000000003,6.0,0.018018018018018018,75,283.6666666666667,0.0,718.96,0.6070500927643785,0,Champions,504.54,💰 Mid
0.0,0,0.0,44.0,0.0,28,178.0,0.0,196.88,0.41855287569573285,0,Champions,0.0,💤 Churned
110.0,1,1752.254799999996,166.0,0.0036231884057971015,29,987.3333333333334,0.0,2736.85,0.9929499072356215,1,Loyal Customers,1381.0,🐋 Whale
148.0,2,333.51,37.0,0.010810810810810811,40,177.33333333333334,0.0,367.32,0.7562152133580705,0,Champions,389.07,💰 Mid
0.0,0,0.0,68.0,0.0,29,224.0,0.0,488.55,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,270.0,0.0,3,40.0,0.0,102.0,0.41855287569573285,0,Champions,0.0,💤 Churned
106.0,1,482.07,2.0,0.009259259259259259,15,209.5,0.0,482.07,0.8753246753246753,0,Champions,247.96,💰 Mid
0.0,0,0.0,20.0,0.0,49,231.0,0.0,490.37,0.41855287569573285,0,Champions,271.81,💰 Mid
0.0,0,0.0,201.0,0.0,33,256.0,0.0,603.42,0.41855287569573285,0,Champions,0.0,💤 Churned
160.0,7,179.60857142857142,40.0,0.035,122,169.88888888888889,0.0,335.02,0.5617810760667904,1,Loyal Customers,631.4,💰 Mid
0.0,0,0.0,101.0,0.0,5,88.0,0.0,133.56,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,221.0,0.0,1,4.0,0.0,35.8,0.41855287569573285,0,Champions,0.0,💤 Churned
106.0,1,105.45,166.0,0.003676470588235294,57,58.0,0.0,107.16,0.45714285714285713,0,Champions,0.0,💤 Churned
127.0,2,632.1800000000001,44.0,0.011695906432748537,55,594.6666666666666,0.0,1251.48,0.9213358070500928,1,Loyal Customers,697.48,💰 Mid
110.0,1,102.02,122.0,0.004310344827586207,20,38.5,0.0,102.02,0.45380333951762525,0,Champions,0.0,💤 Churned
129.0,1,508.95000000000005,97.0,0.004424778761061947,36,183.0,0.0,508.95000000000005,0.885343228200371,0,Champions,369.31,💰 Mid
229.0,3,309.42333333333335,20.0,0.012048192771084338,22,89.5,0.0,378.7,0.7235621521335807,0,Champions,456.67,💰 Mid
0.0,0,0.0,135.0,0.0,20,228.0,0.0,331.18,0.41855287569573285,0,Champions,0.0,💤 Churned
211.0,4,82.42,22.0,0.017167381974248927,13,48.0,0.0,105.0,0.44304267161410016,0,Champions,55.97,📉 Low
55.0,1,97.0,16.0,0.014084507042253521,13,78.0,0.0,117.68,0.4515769944341373,0,Champions,119.6,📉 Low
185.0,1,859.3199999999999,5.0,0.005263157894736842,56,362.5,0.0,859.32,0.9614100185528757,0,Champions,512.89,💰 Mid
234.0,2,208.425,41.0,0.007272727272727273,68,66.0,0.0,279.08,0.6003710575139146,0,Champions,275.1,💰 Mid
96.0,1,5.1,179.0,0.0036363636363636364,11,11.0,0.0,16.21,0.41929499072356213,0,Champions,0.0,💤 Churned
63.0,1,340.5,114.0,0.005649717514124294,23,109.0,0.0,340.5,0.7617810760667904,0,Champions,241.13,💰 Mid
116.0,3,236.75,146.0,0.011450381679389313,45,71.0,0.0,386.90000000000003,0.6352504638218924,0,Champions,370.13,💰 Mid
0.0,0,0.0,137.0,0.0,34,120.0,0.0,323.58,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,124.0,0.0,13,240.0,0.0,459.4,0.41855287569573285,0,Champions,0.0,💤 Churned
75.0,1,307.36,151.0,0.004424778761061947,77,172.0,0.0,258.35,0.7176252319109462,0,Champions,234.62,💰 Mid
108.0,2,222.44,101.0,0.009569377990430622,142,149.33333333333334,0.0,259.27,0.6178107606679035,0,Champions,244.76,💰 Mid
0.0,0,0.0,8.0,0.0,33,61.0,0.0,115.1,0.41855287569573285,0,Champions,108.55,📉 Low
0.0,0,0.0,128.0,0.0,11,70.0,0.0,170.96,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,177.0,0.0,5,1361.46111111111,0.0,676.2,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,163.0,0.0,12,34.0,0.0,58.49,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,74.0,0.0,3,78.0,0.0,339.3,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,173.0,0.0,24,200.0,0.0,409.1,0.41855287569573285,0,Champions,0.0,💤 Churned
134.0,1,791.5699999999999,58.0,0.005208333333333333,72,237.0,0.0,779.92,0.9532467532467532,0,Champions,539.3,💰 Mid
274.0,4,342.6,9.0,0.014134275618374558,80,229.0,0.0,787.4,0.7640074211502783,0,Champions,730.53,💰 Mid
0.0,0,0.0,194.0,0.0,10,100.0,0.0,158.68,0.41855287569573285,0,Champions,0.0,💤 Churned
142.0,2,527.81,104.0,0.008130081300813009,112,307.3333333333333,0.0,705.56,0.8931354359925788,0,Champions,653.51,💰 Mid
0.0,0,0.0,86.0,0.0,6,420.0,0.0,810.6000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
254.0,3,314.61333333333334,16.0,0.011111111111111112,71,142.25,0.0,488.09,0.736178107606679,0,Champions,554.94,💰 Mid
252.0,3,329.90333333333336,25.0,0.010830324909747292,93,208.0,0.0,570.45,0.7536178107606679,0,Champions,611.18,💰 Mid
0.0,0,0.0,144.0,0.0,7,70.0,0.0,150.3,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,136.0,0.0,60,418.0,0.0,511.68,0.41855287569573285,0,Champions,0.0,💤 Churned
176.0,2,308.14,93.0,0.007434944237918215,57,454.0,0.0,314.96,0.7202226345083488,0,Champions,400.58,💰 Mid
97.0,1,1752.254799999996,145.0,0.004132231404958678,5,1361.46111111111,0.0,3685.0121999999938,1.0,1,Loyal Customers,2157.26,🐋 Whale
0.0,0,0.0,276.0,0.0,1,200.0,0.0,590.0,0.41855287569573285,0,Champions,0.0,💤 Churned
72.0,1,425.6,18.0,0.011111111111111112,30,305.5,0.0,709.44,0.8426716141001855,0,Champions,422.76,💰 Mid
87.0,1,10.0,183.0,0.003703703703703704,26,58.5,0.0,227.62,0.42003710575139147,0,Champions,0.0,💤 Churned
0.0,0,0.0,38.0,0.0,40,135.0,0.0,208.65,0.41855287569573285,0,Champions,160.49,💰 Mid
55.0,1,301.17,38.0,0.010752688172043012,38,116.66666666666667,0.0,352.91,0.7024118738404452,0,Champions,273.58,💰 Mid
0.0,0,0.0,198.0,0.0,19,211.0,0.0,363.65,0.41855287569573285,0,Champions,0.0,💤 Churned
191.0,1,201.69,87.0,0.0035971223021582736,99,122.0,0.0,201.69,0.5922077922077922,0,Champions,246.8,💰 Mid
0.0,0,0.0,117.0,0.0,30,299.0,0.0,463.38,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,136.0,0.0,10,144.0,0.0,203.95,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,130.0,0.0,8,22.0,0.0,134.8,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,200.0,0.0,31,248.0,0.0,574.02,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,152.0,0.0,8,103.0,0.0,183.85,0.41855287569573285,0,Champions,0.0,💤 Churned
178.0,2,233.255,19.0,0.01015228426395939,32,123.66666666666667,0.0,307.66,0.6315398886827458,0,Champions,293.76,💰 Mid
187.0,1,245.82,83.0,0.003703703703703704,94,269.5,0.0,245.82,0.6426716141001856,0,Champions,265.45,💰 Mid
0.0,0,0.0,74.0,0.0,13,134.0,0.0,222.9,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,178.0,0.0,29,285.0,0.0,439.03,0.41855287569573285,0,Champions,0.0,💤 Churned
51.0,2,321.545,95.0,0.0136986301369863,15,44.0,0.0,476.29,0.7443413729128014,0,Champions,342.65,💰 Mid
34.0,2,224.49,32.0,0.030303030303030304,3,87.33333333333333,0.0,396.96000000000004,0.62152133580705,0,Champions,413.09,💰 Mid
40.0,2,262.79999999999995,243.0,0.007067137809187279,1,26.666666666666668,0.0,350.4,0.6608534322820037,0,Champions,0.0,💤 Churned
0.0,0,0.0,165.0,0.0,54,242.0,0.0,283.71,0.41855287569573285,0,Champions,0.0,💤 Churned
121.0,1,152.63,80.0,0.004975124378109453,14,98.0,0.0,152.63,0.5283858998144713,0,Champions,135.24,📉 Low
2.0,1,108.03999999999999,149.0,0.006622516556291391,12,57.5,0.0,308.82,0.4601113172541744,0,Champions,0.0,💤 Churned
0.0,0,0.0,137.0,0.0,26,81.0,0.0,157.19,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,236.0,0.0,30,85.0,0.0,208.92,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,92.0,0.0,14,55.0,0.0,149.89000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,157.0,0.0,16,280.0,0.0,441.48,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,205.0,0.0,8,38.0,0.0,152.65,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,72.0,0.0,13,52.0,0.0,127.1,0.41855287569573285,0,Champions,0.0,💤 Churned
67.0,1,234.59,23.0,0.011111111111111112,23,94.0,0.0,234.59,0.6322820037105752,0,Champions,217.78,💰 Mid
0.0,0,0.0,272.0,0.0,22,67.0,0.0,121.05,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,5.0,0.0,11,40.0,0.0,79.0,0.41855287569573285,0,Champions,84.56,📉 Low
97.0,1,87.7,114.0,0.004739336492890996,3,55.0,0.0,128.8,0.4474953617810761,0,Champions,0.0,💤 Churned
0.0,0,0.0,128.0,0.0,5,138.0,0.0,143.45999999999998,0.41855287569573285,0,Champions,0.0,💤 Churned
118.0,2,230.945,86.0,0.00980392156862745,38,153.0,0.0,303.49,0.6300556586270872,0,Champions,288.12,💰 Mid
0.0,0,0.0,242.0,0.0,4,173.0,0.0,234.0,0.41855287569573285,0,Champions,0.0,💤 Churned
69.0,1,1373.6,104.0,0.005780346820809248,9,172.33333333333334,0.0,1155.6,0.9851576994434137,0,Champions,695.36,💰 Mid
86.0,1,194.55,192.0,0.0035971223021582736,19,81.5,0.0,194.55,0.5818181818181818,0,Champions,192.86,💰 Mid
0.0,0,0.0,22.0,0.0,14,122.0,0.0,288.18,0.41855287569573285,0,Champions,0.0,💤 Churned
270.0,7,298.95,5.0,0.025454545454545455,93,128.875,0.0,373.27,0.7001855287569573,0,Champions,796.46,💰 Mid
0.0,0,0.0,107.0,0.0,4,5.0,0.0,271.85,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,125.0,0.0,6,64.0,0.0,90.6,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,198.0,0.0,9,80.0,0.0,145.92,0.41855287569573285,0,Champions,0.0,💤 Churned
151.0,5,217.17200000000003,78.0,0.021834061135371178,70,80.85714285714286,0.0,301.9,0.6122448979591837,0,Champions,448.44,💰 Mid
0.0,0,0.0,100.0,0.0,20,73.0,0.0,235.23000000000002,0.41855287569573285,0,Champions,0.0,💤 Churned
21.0,2,49.394999999999996,50.0,0.028169014084507043,10,20.0,0.0,108.94999999999999,0.42857142857142855,0,Champions,75.7,📉 Low
105.0,1,334.85,27.0,0.007575757575757576,94,263.5,0.0,624.67,0.7576994434137291,0,Champions,514.74,💰 Mid
32.0,1,201.24,75.0,0.009345794392523364,20,103.5,0.0,232.5,0.5918367346938775,0,Champions,161.07,💰 Mid
0.0,0,0.0,218.0,0.0,1,72.0,0.0,550.8000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,97.0,0.0,7,35.0,0.0,110.55000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,193.0,0.0,26,171.0,0.0,559.12,0.41855287569573285,0,Champions,0.0,💤 Churned
91.0,1,597.8199999999999,142.0,0.004291845493562232,49,245.0,0.0,597.8199999999999,0.9120593692022263,0,Champions,412.73,💰 Mid
1.0,1,1752.254799999996,282.0,0.0035335689045936395,21,50.970588235294116,0.0,532.01,0.997773654916512,0,Champions,702.31,💰 Mid
0.0,0,0.0,114.0,0.0,29,361.0,0.0,448.83,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,79.0,0.0,20,203.0,0.0,371.89,0.41855287569573285,0,Champions,0.0,💤 Churned
169.0,2,209.78500000000003,2.0,0.011695906432748537,21,182.0,0.0,291.84000000000003,0.6022263450834879,0,Champions,253.78,💰 Mid
184.0,1,144.45,97.0,0.0035587188612099642,33,51.5,0.0,144.45,0.514656771799629,0,Champions,0.0,💤 Churned
0.0,0,0.0,69.0,0.0,28,117.0,0.0,383.85,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,190.0,0.0,13,136.0,0.0,164.4,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,274.0,0.0,26,314.0,0.0,458.92,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,116.0,0.0,10,154.0,0.0,357.98,0.41855287569573285,0,Champions,0.0,💤 Churned
106.0,2,168.625,46.0,0.013157894736842105,18,65.33333333333333,0.0,231.35,0.5487940630797774,0,Champions,234.16,💰 Mid
269.0,3,142.57666666666668,6.0,0.01090909090909091,59,73.75,0.0,224.07,0.5128014842300557,0,Champions,268.2,💰 Mid
121.0,2,130.255,66.0,0.0106951871657754,56,223.66666666666666,0.0,638.65,0.4975881261595547,0,Champions,403.8,💰 Mid
0.0,0,0.0,80.0,0.0,16,182.0,0.0,114.56,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,190.0,0.0,107,154.5,0.0,285.87,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,82.0,0.0,49,571.0,0.0,880.85,0.41855287569573285,0,Champions,366.85,💰 Mid
0.0,0,0.0,228.0,0.0,7,73.0,0.0,120.94999999999999,0.41855287569573285,0,Champions,0.0,💤 Churned
120.0,1,328.15000000000003,148.0,0.0037313432835820895,32,123.5,0.0,328.15000000000003,0.75139146567718,0,Champions,236.57,💰 Mid
0.0,0,0.0,160.0,0.0,16,162.0,0.0,273.14,0.41855287569573285,0,Champions,0.0,💤 Churned
76.0,1,203.37,193.0,0.0037174721189591076,48,211.0,0.0,231.22,0.5933209647495362,0,Champions,172.16,💰 Mid
0.0,0,0.0,229.0,0.0,8,36.0,0.0,155.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,30.0,0.0,1,4.0,0.0,15.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,73.0,0.0,24,29.0,0.0,110.92,0.41855287569573285,0,Champions,0.0,💤 Churned
219.0,1,52.54,23.0,0.004132231404958678,13,44.5,0.0,302.57,0.4296846011131725,0,Champions,75.58,📉 Low
21.0,1,1208.31,127.0,0.006756756756756757,120,715.5,0.0,2042.761,0.9818181818181818,1,Loyal Customers,768.96,💰 Mid
0.0,0,0.0,164.0,0.0,17,84.0,0.0,271.0,0.41855287569573285,0,Champions,0.0,💤 Churned
225.0,2,103.8,57.0,0.0070921985815602835,19,52.666666666666664,0.0,170.7,0.45602968460111315,0,Champions,96.61,📉 Low
0.0,0,0.0,211.0,0.0,42,127.0,0.0,243.44,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,61.0,0.0,16,924.0,0.0,232.6,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,267.0,0.0,27,33.0,0.0,162.04999999999998,0.41855287569573285,0,Champions,0.0,💤 Churned
188.0,2,147.33,94.0,0.0070921985815602835,33,121.33333333333333,0.0,236.97,0.5191094619666048,0,Champions,165.4,💰 Mid
210.0,3,254.49333333333334,20.0,0.013043478260869565,105,119.5,0.0,368.18,0.6530612244897959,0,Champions,409.48,💰 Mid
139.0,1,452.39,17.0,0.00641025641025641,116,166.0,0.0,452.39,0.8586270871985158,0,Champions,505.9,💰 Mid
0.0,0,0.0,122.0,0.0,16,232.0,0.0,208.56,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,122.0,0.0,53,419.0,0.0,973.1700000000001,0.41855287569573285,0,Champions,375.41,💰 Mid
203.0,4,159.61,17.0,0.01818181818181818,29,70.8,0.0,183.0,0.5387755102040817,0,Champions,279.11,💰 Mid
0.0,0,0.0,228.0,0.0,40,158.0,0.0,252.95,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,173.0,0.0,31,390.0,0.0,922.1,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,173.0,0.0,11,125.0,0.0,200.29,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,281.0,0.0,3,5.0,0.0,39.75,0.41855287569573285,0,Champions,0.0,💤 Churned
105.0,2,308.38,93.0,0.010101010101010102,47,136.33333333333334,0.0,309.0,0.7209647495361781,0,Champions,350.29,💰 Mid
210.0,3,613.57,65.0,0.01090909090909091,74,180.25,0.0,986.75,0.9165120593692022,1,Loyal Customers,857.83,💰 Mid
0.0,0,0.0,122.0,0.0,1,1350.0,0.0,931.4999999999999,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,213.0,0.0,11,116.0,0.0,314.1,0.41855287569573285,0,Champions,0.0,💤 Churned
17.0,1,96.0,66.0,0.012048192771084338,7,64.0,0.0,101.88,0.45083487940630795,0,Champions,0.0,💤 Churned
0.0,0,0.0,246.0,0.0,17,404.0,0.0,304.24,0.41855287569573285,0,Champions,0.0,💤 Churned
189.0,3,148.06,13.0,0.01485148514851485,75,86.25,0.0,173.91,0.5209647495361781,0,Champions,294.89,💰 Mid
0.0,0,0.0,64.0,0.0,13,125.0,0.0,225.95,0.41855287569573285,0,Champions,0.0,💤 Churned
135.0,2,321.88,9.0,0.013888888888888888,45,164.33333333333334,0.0,394.0,0.7447124304267161,0,Champions,466.34,💰 Mid
182.0,3,712.6333333333333,48.0,0.013043478260869565,53,264.5,0.0,794.75,0.9402597402597402,0,Champions,1022.64,💰 Mid
0.0,0,0.0,22.0,0.0,35,462.0,0.0,612.29,0.41855287569573285,0,Champions,304.77,💰 Mid
246.0,2,162.475,25.0,0.007380073800738007,5,331.0,0.0,218.1,0.5417439703153989,0,Champions,152.68,💰 Mid
192.0,3,231.28666666666666,37.0,0.013100436681222707,35,63.75,0.0,239.85,0.6304267161410019,0,Champions,262.06,💰 Mid
213.0,6,157.92,2.0,0.027906976744186046,153,62.44444444444444,0.0,203.12,0.5369202226345083,0,Champions,446.85,💰 Mid
104.0,1,228.7,79.0,0.00546448087431694,17,46.0,0.0,228.7,0.6278293135435993,0,Champions,149.99,📉 Low
0.0,0,0.0,15.0,0.0,9,69.0,0.0,126.39000000000001,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,67.0,0.0,22,510.0,0.0,642.02,0.41855287569573285,0,Champions,0.0,💤 Churned
130.0,2,74.65,53.0,0.01092896174863388,22,106.0,0.0,310.0,0.4385899814471243,0,Champions,0.0,💤 Churned
0.0,0,0.0,177.0,0.0,2,88.0,0.0,251.51999999999998,0.41855287569573285,0,Champions,0.0,💤 Churned
266.0,1,667.44,5.0,0.0036900369003690036,43,284.5,0.0,667.44,0.9343228200371058,0,Champions,510.48,💰 Mid
0.0,0,0.0,95.0,0.0,57,145.0,0.0,205.53,0.41855287569573285,0,Champions,185.22,💰 Mid
0.0,0,0.0,114.0,0.0,10,182.0,0.0,155.9,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,79.0,0.0,8,298.0,0.0,142.5,0.41855287569573285,0,Champions,0.0,💤 Churned
224.0,3,185.48666666666668,55.0,0.010752688172043012,101,176.75,0.0,519.25,0.5703153988868275,0,Champions,452.96,💰 Mid
29.0,3,270.8933333333334,79.0,0.027777777777777776,68,95.25,0.0,344.81,0.671243042671614,0,Champions,425.41,💰 Mid
1.0,1,430.98,95.0,0.010416666666666666,22,214.0,0.0,430.98,0.8467532467532467,0,Champions,425.09,💰 Mid
0.0,0,0.0,228.0,0.0,1,10.0,0.0,99.5,0.41855287569573285,0,Champions,0.0,💤 Churned
60.0,1,208.89,65.0,0.008,28,145.5,0.0,328.45,0.6018552875695733,0,Champions,231.9,💰 Mid
42.0,1,301.8,149.0,0.005235602094240838,15,86.0,0.0,301.8,0.7057513914656772,0,Champions,0.0,💤 Churned
184.0,1,151.95000000000002,94.0,0.0035971223021582736,16,54.0,0.0,151.95000000000002,0.527643784786642,0,Champions,142.57,📉 Low
200.0,2,202.17000000000002,20.0,0.00909090909090909,14,293.6666666666667,0.0,246.54,0.5925788497217068,0,Champions,168.83,💰 Mid
66.0,1,174.02,155.0,0.004524886877828055,27,114.5,0.0,259.51,0.5547309833024119,0,Champions,176.51,💰 Mid
46.0,1,161.05,6.0,0.019230769230769232,39,92.5,0.0,161.05,0.5402597402597402,0,Champions,299.99,💰 Mid
98.0,4,217.055,67.0,0.024242424242424242,43,108.6,0.0,324.17,0.6122448979591837,0,Champions,435.5,💰 Mid
0.0,0,0.0,186.0,0.0,14,196.0,0.0,197.0,0.41855287569573285,0,Champions,0.0,💤 Churned
0.0,0,0.0,265.0,0.0,17,56.0,0.0,193.64,0.41855287569573285,0,Champions,0.0,💤 Churned
98.0,5,291.406,79.0,0.02824858757062147,206,413.5,0.0,648.53,0.6927643784786642,1,Loyal Customers,668.21,💰 Mid
280.0,19,1619.0458064516129,3.0,0.10954063604240283,43,486.1923076923077,0.0,3685.0121999999938,0.9873840445269016,1,Loyal Customers,20805.76,🐋 Whale
186.0,5,1253.22,61.0,0.020242914979757085,52,774.2857142857143,0.0,3120.2200000000003,0.9825602968460111,1,Loyal Customers,2565.03,🐋 Whale
0.0,0,0.0,124.0,0.0,35,115.0,0.0,272.46,0.41855287569573285,0,Champions,0.0,💤 Churned
165.0,2,659.5899999999999,39.0,0.00980392156862745,83,501.6666666666667,0.0,970.58,0.9302411873840445,1,Loyal Customers,617.72,💰 Mid
52.0,2,323.70000000000005,65.0,0.017094017094017096,18,87.0,0.0,430.00000000000006,0.7461966604823748,0,Champions,470.05,💰 Mid
188.0,3,807.1333333333333,16.0,0.014705882352941176,167,564.5,0.0,1114.52,0.9551020408163265,1,Loyal Customers,1045.52,💰 Mid
227.0,5,285.78000000000003,16.0,0.0205761316872428,20,211.66666666666666,0.0,378.0,0.686456400742115,0,Champions,441.78,💰 Mid
210.0,9,505.99555555555554,72.0,0.031914893617021274,81,307.92857142857144,0.0,824.02,0.8838589981447125,1,Loyal Customers,1505.55,🐋 Whale
70.0,1,264.66,89.0,0.006289308176100629,70,199.0,0.0,264.66,0.6630797773654916,0,Champions,249.6,💰 Mid
277.0,12,374.31583333333333,6.0,0.04240282685512368,41,139.30769230769232,0.0,623.6800000000001,0.8018552875695732,1,Loyal Customers,2216.78,🐋 Whale
61.0,2,861.3,66.0,0.015748031496062992,6,192.0,0.0,1128.6,0.9614100185528757,0,Champions,0.0,💤 Churned
258.0,8,237.0675,19.0,0.02888086642599278,58,198.66666666666666,0.0,636.1,0.6356215213358071,1,Loyal Customers,1005.53,💰 Mid
0.0,0,0.0,73.0,0.0,15,201.0,0.0,242.09,0.41855287569573285,0,Champions,0.0,💤 Churned
71.0,2,1400.92,172.0,0.00823045267489712,125,540.3333333333334,0.0,1715.85,0.9851576994434137,1,Loyal Customers,1075.34,💰 Mid
262.0,8,364.18125,8.0,0.02962962962962963,196,198.22222222222223,0.0,834.28,0.7922077922077922,1,Loyal Customers,1508.99,🐋 Whale
218.0,4,773.21,53.0,0.014760147601476014,15,432.8,0.0,1263.72,0.9510204081632653,1,Loyal Customers,835.49,💰 Mid
103.0,1,662.3,164.0,0.003745318352059925,62,405.5,0.0,1241.43,0.9317254174397032,1,Loyal Customers,469.05,💰 Mid
244.0,6,470.3183333333334,39.0,0.02120141342756184,33,92.875,0.0,791.7,0.8686456400742115,0,Champions,817.51,💰 Mid
160.0,2,537.9649999999999,108.0,0.007462686567164179,56,100.0,0.0,444.63,0.8953617810760668,0,Champions,411.84,💰 Mid
269.0,14,180.405,13.0,0.04964539007092199,227,166.3125,0.0,355.45,0.563265306122449,1,Loyal Customers,1310.75,🐋 Whale
236.0,19,408.6321739130435,5.0,0.0954356846473029,37,77.68,0.0,2945.5,0.8315398886827459,1,Loyal Customers,4191.02,🐋 Whale
0.0,0,0.0,50.0,0.0,49,586.0,0.0,890.0699999999999,0.41855287569573285,0,Champions,331.53,💰 Mid
275.0,8,334.985,2.0,0.02888086642599278,73,229.0,0.0,413.58,0.7576994434137291,1,Loyal Customers,1039.11,💰 Mid
261.0,18,1752.254799999996,9.0,0.06666666666666667,720,1289.027027027027,0.0,3685.0121999999938,0.9925788497217068,1,Loyal Customers,19696.19,🐋 Whale
207.0,6,711.1066666666667,67.0,0.021897810218978103,14,255.75,0.0,1141.2,0.9398886827458256,1,Loyal Customers,1386.16,🐋 Whale
249.0,11,646.2718181818182,22.0,0.04059040590405904,205,314.77777777777777,0.0,1822.88,0.925417439703154,1,Loyal Customers,2610.04,🐋 Whale
265.0,16,158.47875000000002,16.0,0.05693950177935943,167,106.17647058823529,0.0,294.25,0.5380333951762524,1,Loyal Customers,1206.41,🐋 Whale
245.0,9,417.6677777777778,31.0,0.03260869565217391,142,324.0,0.0,508.36,0.8371057513914657,1,Loyal Customers,1534.43,🐋 Whale
222.0,6,263.82666666666665,55.0,0.021660649819494584,69,106.5,0.0,312.94,0.6619666048237477,0,Champions,576.9,💰 Mid
170.0,5,209.67600000000002,55.0,0.022222222222222223,107,127.66666666666667,0.0,588.22,0.6022263450834879,0,Champions,651.7,💰 Mid
270.0,15,639.2733333333333,5.0,0.05454545454545454,254,434.0,0.0,1571.32,0.9224489795918367,1,Loyal Customers,3119.0,🐋 Whale
181.0,2,417.385,95.0,0.007246376811594203,57,158.0,0.0,424.24,0.8367346938775511,0,Champions,507.82,💰 Mid
253.0,8,425.625,26.0,0.02867383512544803,65,265.1111111111111,0.0,1305.6,0.8426716141001855,1,Loyal Customers,1289.64,🐋 Whale
184.0,7,260.7314285714286,8.0,0.036458333333333336,76,204.75,0.0,326.75,0.6586270871985158,1,Loyal Customers,792.19,💰 Mid
